DIM,EQ,Alg,Fit,Time,Vect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,461.760482,24.9818,512,-414.899654,-425.054026,512,-428.933225,-407.346435,-396.552073,-423.497791,512,-413.708292,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,384.327213,23.2722,-408.329855,512,512,512,-410.719727,-422.545975,-417.136071,-418.222357,-418.603047,-426.018049,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,380.091589,23.0815,-427.811782,-427.257108,512,-422.825508,512,-418.426813,-426.719294,-433.301636,512,-419.264743,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,310.068073,23.1332,-415.930357,-414.495726,-421.747856,-421.663735,512,512,-398.420536,-420.907566,-414.410633,-414.911529,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,189.523181,26.7649,-398.363937,-409.6,-411.911851,-413.420244,-425.973856,-430.518194,-399.909407,-420.44245,-406.949026,-422.60866,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,492.212911,22.9452,-414.912619,-431.561359,512,-419.257576,-411.860389,-416.753319,512,512,512,-424.369193,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,405.564766,23.1692,-433.717499,512,512,512,-408.378519,-422.816013,-415.382575,-412.264843,-414.163152,-424.364634,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,322.479817,23.0779,-414.423785,-421.145908,-408.501585,512,-418.502377,-409.6,-409.249519,-429.736914,512,-406.926989,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,402.620753,23.0475,512,-412.577422,512,-418.896524,-411.94399,-413.499252,-435.82416,512,-418.236793,-415.961157,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,337.321924,23.0363,-445.276751,-417.749479,-426.213875,-419.871515,512,512,-420.230676,-409.910473,-431.242281,-423.990332,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,478.136138,22.9812,-413.370572,-421.328566,-430.630146,512,-421.131554,512,512,512,-421.613318,-420.400356,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,379.417966,22.9764,-410.784874,512,-424.652751,512,-417.360422,512,-414.833876,-427.313753,-413.479125,-424.937017,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,316.678789,23.0298,-435.075772,-425.637064,-423.766107,512,-395.550103,-409.6,-403.091708,-426.638443,-433.380744,-409.6,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,604.082148,23.0412,-409.443827,308.210953,512,512,-422.70527,-425.410801,-416.144177,512,-435.961113,-447.505652,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,343.080471,23.1113,-429.120675,-429.457489,-425.761852,-431.151983,-416.000735,512,-408.541167,-457.595721,-411.507226,-423.147973,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,586.104348,22.9437,-423.240142,-423.233472,-426.588659,-428.138474,512,512,512,-423.080251,512,512,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,320.876175,23.318,512,-409.6,-421.84282,-425.360074,-440.744825,-423.353952,512,-419.597231,-409.022161,-414.545014,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,304.115089,23.0759,-409.6,-422.840475,-424.766854,512,-431.462209,512,-430.620429,-417.320591,-408.901218,-430.208121,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,387.011657,23.0401,512,-416.733174,-428.997659,512,-411.639819,512,-416.468726,-430.613294,-426.457973,-426.14824,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,409.535437,23.0958,-409.6,-411.58122,-432.374276,-417.445099,512,512,-422.270118,512,-420.592473,-408.316509,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,315.135132,22.9632,512,-425.440731,-421.572717,-420.046638,-402.51329,-418.80223,512,-418.864319,-404.294146,-414.352668,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,372.909018,23.1571,-434.990954,512,-414.650334,-422.06722,-437.412781,-425.073844,-440.190647,-409.442659,512,-410.070676,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,436.878899,23.061,-421.807099,512,-424.781538,512,-413.053709,512,-440.745338,-429.562085,-406.900795,-422.10096,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,350.325981,23.0149,-417.655774,-421.119809,-412.483878,512,-406.319632,-410.355009,-438.139898,512,-404.700402,-421.632947,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,331.688238,23.1462,-401.927247,512,-421.10629,-412.116827,512,-430.296787,-424.881962,-404.238976,-420.375793,-422.359272,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,308.104564,23.0909,-437.543836,-431.850008,-425.111944,-421.882125,-415.672126,512,-412.916248,-431.539766,-424.124606,512,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,496.020838,22.9068,-424.550734,512,512,512,-433.722725,-416.571485,-411.517856,512,-421.067243,-417.739499,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,472.860399,23.0427,512,-421.527688,-422.828149,-409.462128,-407.654275,-432.882868,-404.713572,302.878515,-437.755879,512,,,,,,,,,,,,,,,,,,,,
10,Schwefel's,DE/best/1/exp,401.300049,23.0127,-407.022163,-418.897755,512,-407.818577,512,-427.294463,-417.45993,-417.216461,-416.571245,512,,,,,,,,,,,,,,,,,,,,
